,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
6811,5,incŏngrūʹĭty,L.,,,n.,5.0,116,incongruity
6812,4,incŏʹngrū_o_us,,,,a.,6.0,116,incongruous
6813,5,incŏnnĕʹxion,L.,,,n.,7.0,116,inconnexion
6814,6,incŏnsĭʹdĕrable,,,,a.,8.0,116,inconsiderable
6815,5,incŏnsĭʹdĕrāte,L.,,,a.,9.0,116,inconsiderate
6816,7,incŏnsĭdĕrāʹtion,L.,,,n.,10.0,116,inconsideration
6817,4,incŏnsĭʹſtĕnce,,,,n.,11.0,116,inconsistence
6818,4,incŏnsĭʹſtent,,,,a.,12.0,116,inconsistent
6819,5,incŏnſōʹlable,L.,,,a.,13.0,116,inconsolable
6820,4,incŏʹnſtăncy,,,,n.,14.0,116,inconstancy
6821,3,incŏʹnſtănt,L.,,,a.,15.0,116,inconstant
6822,5,incŏntĕʹſtable,,,,a.,16.0,116,incontestable
6823,4,incŏʹntĭnent,L.,,,a.,17.0,116,incontinent
6824,5,incŏnvĕʹnĭĕnce,,,,n.,18.0,116,inconvenience
6825,5,incŏnvĕʹrſable,F.,,,a.,19.0,116,inconversable
6826,5,incŏnvĕʹrtĭble,L.,,,a.,20.0,116,inconvertible
6827,4,incŏʹrpŏrāte,L.,,,v.,21.0,116,incorporate
6828,5,incŏʹrpōrėȧl,,,,a.,22.0,116,incorporeal
6829,3,incŏrrĕʹct,L.,,,a.,23.0,116,incorrect
6830,5,incŏʹrrĭgĭble,L.,,,a.,24.0,116,incorrigible
6831,3,incŏrrŭʹpt,L.,,,a.,25.0,116,incorrupt
6832,5,incŏrrŭʹptĭble,L.,,,a.,26.0,116,incorruptible
6833,3,incȯu̇ʹnt_e_r,,,,v.,27.0,116,incouonter
6834,3,inc_o_ŭʹrage,,,,n.,28.0,116,incourage
6835,2,increaʹſe,,,,v.,29.0,116,increase
6836,3,incrēāʹte,L.,,,a.,30.0,116,increate
6837,4,incrĕʹdĭble,L.,,,a.,31.0,116,incredible
6838,6,incrĕdĭbĭʹlĭty,,,,n.,32.0,116,incredibility
6839,5,incredūʹlĭty,L.,,,n.,33.0,116,incredulity
6840,4,incrĕʹdūl_o_us,,,,a.,34.0,116,incredulous
6841,3,iʹncrĕment,L.,,,n.,35.0,116,increment
6842,2,incroaʹch,,,,v.,36.0,116,incroach
6843,5,incrŭſtāʹtion,L.,,,n.,37.0,116,incrustation
6844,3,incrŭʹſted,,,,a.,38.0,116,incrusted
6845,5,incūbāʹtion,L.,,,n.,39.0,116,incubation
6846,3,iʹncūbus,L.,,,n.,40.0,116,incubus
6847,3,incŭʹlcāte,L.,,,v.,41.0,116,inculcate
6848,5,incŭlcāʹtion,,,,n.,42.0,116,inculcation
6849,4,incŭʹlpable,L.,,,a.,43.0,116,inculpable
6850,3,incŭʹmbĕnt,,,,n.,44.0,116,incumbent
6851,3,incŭʹmb_e_r,,,,v.,45.0,116,incumber
6852,3,incŭʹmbrănce,,,,n.,46.0,116,incumbrance
6853,2,incŭʹr,,,,v.,47.0,116,incur
6854,4,incūʹrable,,,,a.,48.0,116,incurable
6855,4,incūʹrĭ_o_us,,,,a.,49.0,116,incurious
6856,4,incŭʹrſion,L.,,,n.,50.0,116,incursion
6857,5,incŭrvāʹtion,L.,,,n.,51.0,116,incurvation
6858,3,indăʹmage,,,,v.,52.0,116,indamage
6859,3,indăʹnger,,,,v.,53.0,116,indanger
6860,2,indeaʹr,,,,n.,54.0,116,indear
6861,3,indĕʹ_b_ted,F.,,,a.,55.0,116,indebted
6862,4,indĕʹcĕncy,L.,,,n.,56.0,116,indecency
6863,3,indĕʹcent,,,,a.,57.0,116,indecent
6864,5,indĕʹcĭmable,L.,,,a.,58.0,116,indecimable
6865,4,indĕcōʹrum,,,,n.,59.0,116,indecorum
6866,6,indefăʹtĭgable,,,,a.,60.0,116,indefatigable
6867,7,indefăʹtĭgăbl_e_neſs,,,,n.,61.0,116,indefatigableness
6868,5,indefeaʹsĭble,,,,a.,62.0,116,indefeasible
6869,4,indĕʹfĭnĭte,L.,,,a.,63.0,116,indefinite
6870,4,indēʹlĭble,L.,,,a.,64.0,116,indelible
6871,4,indĕʹmnĭfy,,,,v.,65.0,116,indemnify
6872,4,indĕʹmnĭty,F.,,,n.,66.0,116,indemnity
6873,5,indĕmŏʹnſtrable,L.,,,a.,67.0,116,indemonstrable
6874,2,indĕʹnt,F.,,,v.,68.0,116,indent
6875,3,indĕʹntŭre,,,,n.,69.0,116,indenture
6876,4,indepĕʹndent,,,,a.,70.0,116,independent
6877,5,indetĕʹrmĭnāte,L.,,,a.,71.0,116,indeterminate
6878,5,indevōʹtion,F.,,,n.,72.0,116,indevotion
6879,2,iʹndex,L.,,,n.,73.0,116,index
6880,3,iʹndĭan,,,,n.,74.0,116,indian
6881,3,iʹndĭcāte,,,,v.,2.0,117,indicate
6882,5,indĭcāʹtion,L.,,,n.,3.0,117,indication
6883,4,indĭʹcătive,,,,n.,4.0,117,indicative
6884,3,iʹndico,,,,n.,5.0,117,indico
6885,2,indīʹ_c_t,L.,,,v.,6.0,117,indict
6886,4,indīʹ_c_table,,,,a.,7.0,117,indictable
6887,4,indĭʹction,,,,n.,8.0,117,indiction
6888,3,indīʹ_c_tment,,,,n.,9.0,117,indictment
6889,4,indĭʹffĕrĕnce,L.,,,n.,10.0,117,indifference
6890,4,indĭʹffĕrent,,,,a.,11.0,117,indifferent
6891,3,iʹndĭgence,L.,,,n.,12.0,117,indigence
6892,3,iʹndĭgent,L.,,,a.,13.0,117,indigent
6893,4,indĭgĕʹſted,,,,a.,14.0,117,indigested
6894,5,indĭgĕʹſtĭble,L.,,,a.,15.0,117,indigestible
6895,5,indĭgĕʹſtion,L.,,,n.,16.0,117,indigestion
6896,3,indĭʹgnant,L.,,,a.,17.0,117,indignant
6897,5,indĭgnāʹtion,,,,n.,18.0,117,indignation
6898,4,indĭʹgnĭty,,,,n.,19.0,117,indignity
6899,3,iʹndĭgo,,,,n.,20.0,117,indigo
6900,3,indīrĕʹct,,,,a.,21.0,117,indirect
6901,5,indĭſcĕrnable,L.,nbSyll>1 et pas d'accent tonic,,a.,22.0,117,indiscernable
6902,5,indĭſcĕʹrpĭble,L.,,,a.,23.0,117,indiscerpible
6903,3,indĭſcreeʹt,L.,,,a.,24.0,117,indiscreet
6904,5,indĭſcrĕʹtion,,,,n.,25.0,117,indiscretion
6905,5,indĭſcrĭʹmĭnāte,L.,,,a.,26.0,117,indiscriminate
6906,5,indĭſpĕnſable,,nbSyll>1 et pas d'accent tonic,,a.,27.0,117,indispensable
6907,3,indĭſpōʹſe,F.,,,v.,28.0,117,indispose
6908,4,indĭſpōʹſed,F.,,,a.,29.0,117,indisposed
6909,6,indĭſpŏsĭʹtion,F.,,,n.,30.0,117,indisposition
6910,5,indĭſpūtable,L.,nbSyll>1 et pas d'accent tonic,,a.,31.0,117,indisputable
6911,5,indĭſsŏʹlvable,L.,,,a.,32.0,117,indissolvable
6912,5,indĭʹſsŏlūble,L.,,,a.,33.0,117,indissoluble
6913,3,indĭſtĭʹnct,L.,,,a.,34.0,117,indistinct
6914,6,indĭſtĭnguĭſhable,,nbSyll>1 et pas d'accent tonic,,a.,35.0,117,indistinguishable
6915,2,indīʹte,,,,v.,36.0,117,indite
6916,5,indĭvĭʹdūal,L.,,,a.,37.0,117,individual
6917,7,indĭvĭsĭbĭʹlĭty,L.,,,n.,38.0,117,indivisibility
6918,5,indĭvĭʹsĭble,L.,,,a.,39.0,117,indivisible
6919,4,indŏʹcĭble,L.,,,a.,40.0,117,indocible
6920,3,iʹndŏlĕnce,L.,,,n.,41.0,117,indolence
6921,3,iʹndŏlent,L.,,,a.,42.0,117,indolent
6922,2,indŏʹrſe,L.,,,v.,43.0,117,indorse
6923,3,indŏʹrſ_e_ment,,,,n.,44.0,117,indorsement
6924,2,indȯʹẇ,,,,n.,45.0,117,indow
6925,2,iʹndrau_gh_t,,,,n.,46.0,117,indraught
6926,5,indūʹbĭtable,L.,,,a.,47.0,117,indubitable
6927,2,indūʹce,,,,v.,48.0,117,induce
6928,3,indūʹc_e_ment,,,,n.,49.0,117,inducement
6929,3,indŭʹcted,,,,a.,50.0,117,inducted
6930,4,indŭʹctíon,L.,,,n.,51.0,117,induction
6931,2,indūʹe,,,,n.,52.0,117,indue
6932,2,indŭʹlge,L.,,,v.,53.0,117,indulge
6933,3,indŭʹlgĕnce,L.,,,n.,54.0,117,indulgence
6934,2,indŭʹlt,L.,,,n.,55.0,117,indult
6935,3,indŭʹlto,,,,n.,56.0,117,indulto
6936,4,indūʹrable,F.,,,a.,57.0,117,indurable
6937,3,induʹrāte,L.,,,v.,58.0,117,indurate
6938,2,indūʹre.,F.,,,v.,59.0,117,indure
6939,4,indŭʹſtrĭ_o_us,L.,,,a.,60.0,117,industrious
6940,3,iʹndŭſtry,L.,,,n.,61.0,117,industry
6941,4,inĕʹbrĭāte,L.,,,v.,62.0,117,inebriate
6942,4,inĕʹffable,L.,,,a.,63.0,117,ineffable
6943,4,inĕffĕʹctive,,,,a.,64.0,117,ineffective
6944,4,inĕʹlĕgănt,,,,a.,65.0,117,inelegant
6945,2,inĕʹpt,L.,,,a.,66.0,117,inept
6946,4,inĕʹptĭtūde,L.,,,n.,67.0,117,ineptitude
6947,5,inĕquăʹlĭty,L.,,,n.,68.0,117,inequality
6948,5,inĕrgĕʹtĭcal,L.,,,a.,69.0,117,inergetical
6949,2,ineʹrt,,,,a.,70.0,117,inert
6950,5,inĕʹſtĭmable,L.,,,a.,71.0,117,inestimable
6951,5,inĕʹvĭtable,,,,a.,72.0,117,inevitable
6952,5,inĕxcūʹſable,,,,a.,73.0,117,inexcusable
6953,5,inĕxhauʹſtĭble,L.,,,a.,2.0,118,inexhaustible
6954,5,inĕʹxŏrable,L.,,,a.,3.0,118,inexorable
6955,5,inĕxpĕʹdĭent,L.,,,a.,4.0,118,inexpedient
6956,5,inĕxpĕʹrĭence,L.,,,n.,5.0,118,inexperience
6957,5,inĕʹxpĭable,L.,,,a.,6.0,118,inexpiable
6958,5,inĕʹplĭcable,L.,,,a.,7.0,118,ineplicable
6959,5,inĕxprĕſsĭble,F.,nbSyll>1 et pas d'accent tonic,,a.,8.0,118,inexpressible
6960,5,inĕxpŭʹgnable,L.,,,a.,9.0,118,inexpugnable
6961,6,inĕxtĭʹnguĭſhable,L.,,,a.,10.0,118,inextinguishable
6962,5,inĕxtĭʹrpable,L.,,,a.,11.0,118,inextirpable
6963,5,inĕʹxtrĭcable,L.,,,a.,12.0,118,inextricable
6964,6,inĕxūʹpĕrable,,,,a.,13.0,118,inexuperable
6965,6,infallĭbĭʹlĭty,L.,,,a.,14.0,118,infallibility
6966,4,infăʹllĭble,L.,,,a.,15.0,118,infallible
6967,3,iʹnfăm_o_us,L.,,,a.,16.0,118,infamous
6968,3,iʹnfămy,L.,,,n.,17.0,118,infamy
6969,3,iʹnfăncy,L.,,,n.,18.0,118,infancy
6970,2,iʹnfănt,L.,,,n.,19.0,118,infant
6971,3,infăʹntā,,,,n.,20.0,118,infanta
6972,3,infăʹntè,,,,n.,21.0,118,infante
6973,3,iʹnfăntry,F.,,,n.,22.0,118,infantry
6974,4,infăʹtūāte,L.,,,v.,23.0,118,infatuate
6975,6,infătūāʹtion,L.,,,n.,24.0,118,infatuation
6976,2,infĕʹct,L.,,,v.,25.0,118,infect
6977,4,infĕʹction,,,,n.,26.0,118,infection
6978,4,infĕʹctious,,,,a.,27.0,118,infectious
6979,3,infeeʹble,,,,v.,28.0,118,infeeble
6980,5,infelĭʹcĭty,L.,,,n.,29.0,118,infelicity
6981,2,infeoʹff,F.,,,v.,30.0,118,infeoff
6982,3,infeoʹffment,,,,n.,31.0,118,infeoffment
6983,2,infĕʹr,,,,v.,32.0,118,infer
6984,3,iʹnfĕrĕnce,L.,,,n.,33.0,118,inference
6985,4,infēʹrĭor,L.,,,n.,34.0,118,inferior
6986,6,infērĭŏʹrĭty,,,,n.,35.0,118,inferiority
6987,4,infērĭors,L.,nbSyll>1 et pas d'accent tonic,,n.,36.0,118,inferiors
6988,3,infĕʹrnal,L.,,,a.,37.0,118,infernal
6989,3,infĕʹrtĭle,L.,,,a.,38.0,118,infertile
6990,2,infĕʹſt,,,,v.,39.0,118,infest
6991,3,iʹnfĭdel,L.,,,n.,40.0,118,infidel
6992,5,infĭdĕʹlĭty,L.,,,n.,41.0,118,infidelity
6993,3,iʹnfĭnĭte,L.,,,a.,42.0,118,infinite
6994,6,infĭnĭteʹsĭmals,,,,n.,43.0,118,infinitesimals
6995,4,infĭʹnĭtive,,,,n.,44.0,118,infinitive
6996,2,infĭrm,F.,nbSyll>1 et pas d'accent tonic,,a.,45.0,118,infirm
6997,4,infĭʹrmăry,F.,,,n.,46.0,118,infirmary
6998,4,infĭrmĭty,F.,nbSyll>1 et pas d'accent tonic,,n.,47.0,118,infirmity
6999,2,infĭʹx,L.,,,v.,48.0,118,infix
7000,2,inflāʹme,,,,v.,49.0,118,inflame
7001,5,inflămmāʹtion,F.,,,n.,50.0,118,inflammation
7002,4,inflăʹmmable,,,,a.,51.0,118,inflammable
7003,4,inflăʹmmative,,,,a.,52.0,118,inflammative
7004,4,inflāʹtion,,,,n.,53.0,118,inflation
7005,4,inflĕʹction,L.,,,n.,54.0,118,inflection
7006,6,inflĕxĭbĭʹlĭty,,,,n.,55.0,118,inflexibility
7007,4,inflĕʹxĭble,L.,,,a.,56.0,118,inflexible
7008,2,inflĭʹct,L.,,,v.,57.0,118,inflict
7009,4,inflĭʹction,L.,,,n.,58.0,118,infliction
7010,3,iʹnflūĕnce,,,,v.,59.0,118,influence
7011,2,iʹnflŭx,L.,,,n.,60.0,118,influx
7012,2,infoʹld,,,,v.,61.0,118,infold
7013,2,infŏʹrce,F.,,,v.,62.0,118,inforce
7014,2,infŏʹrm,L.,,,v.,63.0,118,inform
7015,5,infŏrmāʹtion,L.,,,n.,64.0,118,information
7016,3,infŏʹrmer,,,,n.,65.0,118,informer
7017,4,infŏʹrtūnāte,,,,a.,66.0,118,infortunate
7018,4,infraʹction,L.,,,n.,67.0,118,infraction
7019,3,infrăʹnchīſe,,,,n.,68.0,118,infranchise
7020,4,infrăʹngĭble,,,,a.,69.0,118,infrangible
7021,2,infrĭʹnge,L.,,,v.,70.0,118,infringe
7022,3,infrĭʹng_e_ment,,,,n.,71.0,118,infringement
7023,2,infūʹſe,L.,,,v.,72.0,118,infuse
7024,4,infūʹſion,,,,n.,2.0,119,infusion
7025,2,ingāʹge.,,,,v.,3.0,119,ingage
7026,4,ingĕʹmĭnāte,,,,v.,4.0,119,ingeminate
7027,3,ingĕʹnd_e_r,,,,v.,5.0,119,ingender
7028,4,ingĕʹnĭ_o_us,,,,a.,6.0,119,ingenious
7029,5,ingĕnūʹĭty,L.,,,n.,7.0,119,ingenuity
7030,4,ingĕʹnū_o_us,L.,,,a.,8.0,119,ingenuous
7031,4,inglōʹrĭ_o_us,L.,,,a.,9.0,119,inglorious
7032,2,iʹngot,,,,n.,10.0,119,ingot
7033,2,ingrăʹft,,,,n.,11.0,119,ingraft
7034,2,ingraiʹl,,,,v.,12.0,119,ingrail
7035,2,iʹngrāte,,,,n.,13.0,119,ingrate
7036,4,ingrāʹtiate,L.,,,v.,14.0,119,ingratiate
7037,4,ingrāʹtĭtūde,,,,n.,15.0,119,ingratitude
7038,4,ingrĕʹdĭent,L.,,,n.,16.0,119,ingredient
7039,2,iʹngrĕſs,L.,,,n.,17.0,119,ingress
7040,2,ingrŏʹſs,,,,n.,18.0,119,ingross
7041,2,ingŭʹlf,,,,v.,19.0,119,ingulf
7042,6,ingŭrgĭtāʹtion,L.,,,n.,20.0,119,ingurgitation
7043,3,inhăʹbit,L.,,,v.,21.0,119,inhabit
7044,5,inhăʹbĭtable,L.,,,a.,22.0,119,inhabitable
7045,4,inhăʹbĭtant,L.,,,n.,23.0,119,inhabitant
7046,5,inhărmŏʹnĭcal,,,,a.,24.0,119,inharmonical
7047,3,inhēʹrent,F.,,,a.,25.0,119,inherent
7048,3,inhĕʹrit,,,,v.,26.0,119,inherit
7049,4,inhĕʹrĭtănce,,,,n.,27.0,119,inheritance
7050,4,inhĕʹrĭtor,,,,n.,28.0,119,inheritor
7051,4,inhĕʹrĭtrix,,,,n.,29.0,119,inheritrix
7052,4,inhēʹſion,L.,,,n.,30.0,119,inhesion
7053,3,inhĭʹbĭt,L.,,,v.,31.0,119,inhibit
7054,5,inhĭbĭʹtion,,,,n.,32.0,119,inhibition
7055,5,inhŏʹſpĭtable,L.,,,a.,33.0,119,inhospitable
7056,3,inhūʹman,,,,a.,34.0,119,inhuman
7057,5,inhūmāʹtion,,,,n.,35.0,119,inhumation
7058,2,injĕʹct,L.,,,v.,36.0,119,inject
7059,4,injĕʹction,,,,n.,37.0,119,injection
7060,5,inĭʹmĭtable,L.,,,a.,38.0,119,inimitable
7061,2,injoiʹn,,,,v.,39.0,119,injoin
7062,2,injoʹy,,,,v.,40.0,119,injoy
7063,4,inĭʹquĭt_o_us,,,,a.,41.0,119,iniquitous
7064,4,inĭʹquity,L.,,,n.,42.0,119,iniquity
7065,4,inĭʹtial,L.,,,a.,43.0,119,initial
7066,4,inĭʹtiāte,L.,,,v.,44.0,119,initiate
7067,6,inĭtiāʹtion,L.,,,n.,45.0,119,initiation
7068,5,injūdĭʹcĭ_o_us,F.,,,a.,46.0,119,injudicious
7069,4,injŭʹnction,F.,,,n.,47.0,119,injunction
7070,2,injŭre,L.,nbSyll>1 et pas d'accent tonic,,v.,48.0,119,injure
7071,4,injūʹrĭ_o_us,L.,,,a.,49.0,119,injurious
7072,3,iʹnjŭry,L.,,,n.,50.0,119,injury
7073,3,injŭʹſtice,,,,n.,51.0,119,injustice
7074,1,ĭnk,,,,n.,52.0,119,ink
7075,3,ĭnkĭʹndle,,,,v.,53.0,119,inkindle
7076,2,ĭʹnkle,,,,n.,54.0,119,inkle
7077,2,ĭʹnky,,,,a.,55.0,119,inky
7078,2,iʹnlănd,,,,a.,56.0,119,inland
7079,2,inlāʹrge,,,,v.,57.0,119,inlarge
7080,2,inlaʹy,,,,v.,58.0,119,inlay
7081,2,iʹnlet,,,,n.,59.0,119,inlet
7082,3,inlīʹ_gh_t_e_n,,,,v.,60.0,119,inlighten
7083,3,inlīʹv_e_n,,,,v.,61.0,119,inliven
7084,2,ĭʹnly,,,,p.,62.0,119,inly
7085,2,iʹnmāte,,,,n.,63.0,119,inmate
7086,2,iʹnmoſt,,,,a.,64.0,119,inmost
7087,1,inn,,,,n.,65.0,119,inn
7088,2,innāʹte,,,,a.,66.0,119,innate
7089,3,iʹnnŏcĕnce,L.,,,n.,67.0,119,innocence
7090,3,iʹnnŏcĕnt,L.,,,a.,68.0,119,innocent
7091,3,iʹnnŏvāte,L.,,,v.,69.0,119,innovate
7092,5,innŏvāʹtion,L.,,,n.,70.0,119,innovation
7093,4,innŏvāʹtor,,,,n.,71.0,119,innovator
7094,4,innūĕʹndo,,,,n.,72.0,119,innuendo
7095,5,innūmĕrable,,nbSyll>1 et pas d'accent tonic,,a.,73.0,119,innumerable
7096,4,inŏbſeʹrvănce,,,,n.,2.0,120,inobservance
7097,6,inŏcūlāʹtion,,,,n.,3.0,120,inoculation
7098,4,inŏffĕʹnſive,F.,,,a.,4.0,120,inoffensive
7099,4,inŏʹrdĭnāte,L.,,,a.,5.0,120,inordinate
7100,5,inŏrgăʹnĭcal,L.,,,a.,6.0,120,inorganical
7101,2,iʹnqueſt,,,,n.,7.0,120,inquest
7102,4,inquīʹĕtūde,L.,,,n.,8.0,120,inquietude
7103,2,inquīre,L.,nbSyll>1 et pas d'accent tonic,,v.,9.0,120,inquire
7104,3,inquīʹry,L.,,,n.,10.0,120,inquiry
7105,5,inquĭsĭʹtion,,,,n.,11.0,120,inquisition
7106,4,inquĭʹsĭʹtive,,,,a.,12.0,120,inquisitive
7107,4,inquĭʹsĭtor,,,,n.,13.0,120,inquisitor
7108,2,inrāʹge,F.,,,v.,14.0,120,inrage
7109,2,inrĭʹch,F.,,,v.,15.0,120,inrich
7110,2,iʹnroad,,,,n.,16.0,120,inroad
7111,2,inroʹl,F.,,,v.,17.0,120,inrol
7112,4,insāʹnable,L.,,,a.,18.0,120,insanable
7113,2,insāʹne,L.,,,n.,19.0,120,insane
7114,5,insăʹtiable,,,,a.,20.0,120,insatiable
7115,2,inſcŏʹnce,,,,v.,21.0,120,insconce
7116,2,inſcrīʹbe,,,,v.,22.0,120,inscribe
7117,4,inſcrĭʹption,,,,n.,23.0,120,inscription
7118,4,inſcrūʹtable,L.,,,a.,24.0,120,inscrutable
7119,2,iʹnsĕct,L.,,,a.,25.0,120,insect
7120,3,inſĕcūʹre,L.,,,a.,26.0,120,insecure
7121,6,insĕnsĭbĭʹlĭty,L.,,,n.,27.0,120,insensibility
7122,4,inſĕʹnsĭble,L.,,,a.,28.0,120,insensible
7123,5,insĕʹpărable,L.,,,a.,29.0,120,inseparable
7124,2,insĕʹrt,L.,,,v.,30.0,120,insert
7125,4,insĕʹrtion,,,,n.,31.0,120,insertion
7126,4,insĭʹdĭ_o_us,L.,,,a.,32.0,120,insidious
7127,2,iʹnsīght,L.,,,n.,33.0,120,insight
7128,5,insĭgnĭfĭcant,L.,nbSyll>1 et pas d'accent tonic,,a.,34.0,120,insignificant
7129,4,insĭʹnūāte,L.,,,v.,35.0,120,insinuate
7130,6,insĭnūāʹtion,L.,,,n.,36.0,120,insinuation
7131,3,insĭʹpid,L.,,,a.,37.0,120,insipid
7132,2,insĭʹſt,,,,v.,38.0,120,insist
7133,2,inſlāʹve,,,,v.,39.0,120,inslave
7134,2,inſnāʹre,,,,v.,40.0,120,insnare
7135,5,insŏʹcĭable,L.,,,a.,41.0,120,insociable
7136,3,iʹnsŏlent,,,,a.,42.0,120,insolent
7137,4,insŏʹlvĕncy,F.,,,n.,43.0,120,insolvency
7138,3,insŏʹlvĕnt,,,,a.,44.0,120,insolvent
7139,2,inſpĕʹct,L.,,,v.,45.0,120,inspect
7140,4,inſpĕʹction,L.,,,n.,46.0,120,inspection
7141,3,inſpĕʹct_o_r,L.,,,n.,47.0,120,inspector
7142,5,inſpĭrăʹtion,L.,,,n.,48.0,120,inspiration
7143,2,inſpīʹre,L.,,,v.,49.0,120,inspire
7144,3,inſpĭʹrĭt,,,,v.,50.0,120,inspirit
7145,3,inſpĭʹſſāte,L.,,,v.,51.0,120,inspissate
7146,5,inſtăbĭʹlĭty,L.,,,n.,52.0,120,instability
7147,2,inſtaʹl,F.,,,v.,53.0,120,instal
7148,3,inſtaʹlment,F.,,,n.,54.0,120,instalment
7149,2,iʹnſtănce,L.,,,n.,55.0,120,instance
7150,2,iʹnſtănt,,,,a.,56.0,120,instant
7151,5,inſtăntāʹnĕ_o_us,L.,,,a.,57.0,120,instantaneous
7152,5,inſtaurāʹtion,L.,,,n.,58.0,120,instauration
7153,2,iʹnſtĕp,,,,n.,59.0,120,instep
7154,3,iʹnſtĭgāte,L.,,,v.,60.0,120,instigate
7155,5,inſtĭgāʹtion,,,,n.,61.0,120,instigation
7156,2,inſtiʹl,,,,v.,62.0,120,instil
7157,2,iʹnſtĭnct,L.,,,n.,63.0,120,instinct
7158,3,iʹnſtĭtūte,L.,,,v.,64.0,120,institute
7159,3,inſtĭtūʹtes,L.,,,n.,65.0,120,institutes
7160,5,inſtĭtūʹtion,,,,n.,66.0,120,institution
7161,5,inſtĭtūʹtions,,,,n.,67.0,120,institutions
7162,2,inſtrŭʹct,L.,,,v.,68.0,120,instruct
7163,4,inſtrŭʹction,,,,n.,69.0,120,instruction
7164,3,inſtrŭʹctive,,,,a.,70.0,120,instructive
7165,3,inſtrūment,L.,nbSyll>1 et pas d'accent tonic,,n.,71.0,120,instrument
7166,4,inſtrūmĕʹntal,L.,,,n.,72.0,120,instrumental
7167,5,inſŭccāʹtion,,,,n.,73.0,120,insuccation
7168,6,insŭffĭʹcĭĕncy,L.,,,n.,2.0,121,insufficiency
7169,5,insŭffĭʹcĭĕnt,L.,,,a.,3.0,121,insufficient
7170,3,iʹnsŭlar,L.,,,a.,4.0,121,insular
7171,2,insŭʹlt,L.,,,a.,5.0,121,insult
7172,5,insūʹpĕrable,L.,,,a.,6.0,121,insuperable
7173,5,insŭppŏʹrtable,F.,,,a.,7.0,121,insupportable
7174,3,insūʹrănce,F.,,,n.,8.0,121,insurance
7175,2,insuʹre,F.,,,v.,9.0,121,insure
7176,3,insuʹrer,,,,n.,10.0,121,insurer
7177,5,insŭrmȯu̇ntable,F.,nbSyll>1 et pas d'accent tonic,,a.,11.0,121,insurmouontable
7178,5,insŭrrĕcʹtion,,,,n.,12.0,121,insurrection
7179,2,intaiʹl,,,,v.,13.0,121,intail
7180,4,intăʹglĭos,,,,n.,14.0,121,intaglios
7181,3,intăʹngle,,,,v.,15.0,121,intangle
7182,3,iʹntĕger,,,,n.,16.0,121,integer
7183,3,iʹntĕgral,,,,a.,17.0,121,integral
7184,4,intĕʹgrĭty,,,,n.,18.0,121,integrity
7185,4,intĕʹgūment,,,,n.,19.0,121,integument
7186,3,iʹntĕllect,,,,n.,20.0,121,intellect
7187,5,intĕllĕʹctūal,,,,a.,21.0,121,intellectual
7188,4,intĕʹllĭgĕnce,L.,,,n.,22.0,121,intelligence
7189,5,intĕʹllĭgĕncer,,,,n.,23.0,121,intelligencer
7190,5,intĕʹllĭgĕnces,,,,n.,24.0,121,intelligences
7191,4,intĕʹllĭgent,L.,,,a.,25.0,121,intelligent
7192,5,intĕʹllĭgĭble,L.,,,a.,26.0,121,intelligible
7193,4,intĕʹmpĕrănce,L.,,,n.,27.0,121,intemperance
7194,4,intĕʹmpĕrāte,,,,a.,28.0,121,intemperate
7195,5,intĕʹmpĕrătūre,,,,n.,29.0,121,intemperature
7196,2,intĕʹnd,L.,,,v.,30.0,121,intend
7197,4,intĕʹndăncy,,,,n.,31.0,121,intendancy
7198,3,intĕʹndănt,,,,n.,32.0,121,intendant
7199,3,intĕʹndment,,,,n.,33.0,121,intendment
7200,2,intĕʹnſe,L.,,,a.,34.0,121,intense
7201,2,intĕʹnt,L.,,,n.,35.0,121,intent
7202,5,intĕʹntional,,,,a.,36.0,121,intentional
7203,5,intĕʹrcălăry,,,,a.,37.0,121,intercalary
7204,3,intĕrcēʹde,,,,v.,38.0,121,intercede
7205,3,intĕrcĕʹpt,L.,,,v.,39.0,121,intercept
7206,4,intĕrcĕʹpted,,,,a.,40.0,121,intercepted
7207,5,intĕrcĕʹſſion,F.,,,a.,41.0,121,intercession
7208,4,intĕrcĕʹſſor,F.,,,n.,42.0,121,intercessor
7209,3,intĕrchāʹnge,F.,,,v.,43.0,121,interchange
7210,5,intĕrchāʹng_e_ably,,,,p.,44.0,121,interchangeably
7211,5,intĕrcĭʹſion,,,,n.,45.0,121,intercision
7212,4,intĕrcŏʹſtal,L.,,,a.,46.0,121,intercostal
7213,3,iʹntĕrco_u_rſe,,,,n.,47.0,121,intercourse
7214,4,intĕrcŭʹrrent,L.,,,a.,48.0,121,intercurrent
7215,3,intĕrdīʹct,L.,,,v.,49.0,121,interdict
7216,5,intĕrdĭʹction,,,,n.,50.0,121,interdiction
7217,3,iʹntĕreſt,F.,,,v.,51.0,121,interest
7218,4,iʹntĕrĕſting,,,,a.,52.0,121,interesting
7219,3,intĕrfēʹre,,,,v.,53.0,121,interfere
7220,4,intĕrjăʹcent,,,,a.,54.0,121,interjacent
7221,5,intĕrjĕʹction,,,,n.,55.0,121,interjection
7222,3,iʹntĕrim,,,,n.,56.0,121,interim
7223,4,intĕʹrĭor,L.,,,a.,57.0,121,interior
7224,3,intĕrlāʹce,F.,,,v.,58.0,121,interlace
